Date,Time,Temperature,DateTime,month,year,hour,day
6/3/1998,13:45:00,12.45,6/3/1998 13:45,6,1998,13,3
6/3/1998,14:00:00,11.83,6/3/1998 14:00,6,1998,14,3
6/3/1998,14:15:00,11.23,6/3/1998 14:15,6,1998,14,3
6/3/1998,14:30:00,11.71,6/3/1998 14:30,6,1998,14,3
6/3/1998,14:45:00,12.73,6/3/1998 14:45,6,1998,14,3
6/3/1998,15:00:00,12.81,6/3/1998 15:00,6,1998,15,3
6/3/1998,15:15:00,12.55,6/3/1998 15:15,6,1998,15,3
6/3/1998,15:30:00,11.93,6/3/1998 15:30,6,1998,15,3
6/3/1998,15:45:00,12.21,6/3/1998 15:45,6,1998,15,3
6/3/1998,16:00:00,12.91,6/3/1998 16:00,6,1998,16,3
6/3/1998,16:15:00,12.46,6/3/1998 16:15,6,1998,16,3
6/3/1998,16:30:00,12.45,6/3/1998 16:30,6,1998,16,3
6/3/1998,16:45:00,12.01,6/3/1998 16:45,6,1998,16,3
6/3/1998,17:00:00,12.16,6/3/1998 17:00,6,1998,17,3
6/3/1998,17:15:00,11.91,6/3/1998 17:15,6,1998,17,3
6/3/1998,17:30:00,12.21,6/3/1998 17:30,6,1998,17,3
6/3/1998,17:45:00,11.99,6/3/1998 17:45,6,1998,17,3
6/3/1998,18:00:00,11.86,6/3/1998 18:00,6,1998,18,3
6/3/1998,18:15:00,11.12,6/3/1998 18:15,6,1998,18,3
6/3/1998,18:30:00,10.85,6/3/1998 18:30,6,1998,18,3
6/3/1998,18:45:00,10.74,6/3/1998 18:45,6,1998,18,3
6/3/1998,19:00:00,10.52,6/3/1998 19:00,6,1998,19,3
6/3/1998,19:15:00,10.08,6/3/1998 19:15,6,1998,19,3
6/3/1998,19:30:00,9.4,6/3/1998 19:30,6,1998,19,3
6/3/1998,19:45:00,8.88,6/3/1998 19:45,6,1998,19,3
6/3/1998,20:00:00,8.23,6/3/1998 20:00,6,1998,20,3
